Date,TEMPHELPS,HTRUCKSSA,CES7072200001,AWHAEMAN,TOTBUSSMSA,ICSA,RAILFRTCARLOADSD11,ISRATIO,ORRI
2019-05-31,2960.3,47.454,12003.3,40.6,1445430.0,222000.0,1087707.0,1.41,2.0
2019-06-30,2964.6,43.699,11999.0,40.7,1435517.0,226000.0,1065418.0,1.42,0.0
2019-07-31,2961.6,48.56,12006.0,40.4,1438180.0,206000.0,1068526.0,1.42,4.0
2019-08-31,2974.0,44.702,12074.7,40.5,1437500.0,215000.0,1065283.0,1.42,0.0
2019-09-30,2981.9,46.562,12138.9,40.5,1429294.0,215000.0,1028871.0,1.43,0.0
2019-10-31,2963.4,43.247,12182.1,40.3,1419636.0,215000.0,1007503.0,1.44,0.0
2019-11-30,2951.1,37.673,12206.8,40.5,1430237.0,231000.0,1007437.0,1.43,-4.0
2019-12-31,2936.6,38.671,12217.9,40.5,1428767.0,231000.0,1002922.0,1.43,-4.0
2020-01-31,2917.3,36.825,12218.5,40.3,1424679.0,210000.0,1019251.0,1.43,-2.0
2020-02-29,2888.1,38.559,12285.0,40.5,1416831.0,215000.0,977647.0,1.43,-2.0
2020-03-31,2867.9,31.903,11695.0,40.3,1337681.0,5946000.0,944563.0,1.51,-6.0
2020-04-30,1950.4,29.216,6317.3,38.0,1143208.0,3446000.0,817104.0,1.74,-6.0
2020-05-31,2030.4,24.018,7701.7,38.7,1244359.0,1639000.0,764562.0,1.56,-6.0
2020-06-30,2224.1,29.724,9117.9,39.1,1352314.0,1446000.0,830827.0,1.42,-4.0
2020-07-31,2361.0,32.551,9636.6,39.8,1404693.0,1260000.0,884201.0,1.37,-4.0
2020-08-31,2478.1,34.95,9757.2,40.1,1416521.0,881000.0,896747.0,1.36,2.0
2020-09-30,2498.7,37.241,10007.8,40.2,1430699.0,795000.0,924845.0,1.36,6.0
2020-10-31,2595.2,37.407,10196.1,40.5,1447087.0,773000.0,934787.0,1.36,6.0
2020-11-30,2675.6,38.503,10108.6,40.4,1451452.0,737000.0,950299.0,1.36,6.0
2020-12-31,2749.8,38.318,9741.3,40.2,1482340.0,773000.0,948994.0,1.34,6.0
2021-01-31,2816.2,40.735,9749.3,40.4,1534865.0,803000.0,999628.0,1.31,4.0
2021-02-28,2844.8,38.383,10031.4,40.2,1507156.0,704000.0,896246.0,1.34,6.0
2021-03-31,2886.2,43.653,10131.7,40.5,1589328.0,658000.0,974667.0,1.28,4.0
2021-04-30,2797.0,40.597,10291.8,40.5,1609358.0,574000.0,990758.0,1.26,6.0
2021-05-31,2794.2,38.865,10455.2,40.4,1611541.0,427000.0,1005626.0,1.27,6.0
2021-06-30,2851.8,40.019,10668.3,40.3,1635470.0,369000.0,987790.0,1.26,4.0
2021-07-31,2885.6,36.714,10956.5,40.5,1650534.0,380000.0,965525.0,1.27,4.0
2021-08-31,2889.0,34.933,10982.9,40.4,1645763.0,353000.0,942537.0,1.28,3.0
2021-09-30,2893.8,35.962,11038.9,40.5,1663893.0,374000.0,964953.0,1.29,2.0
2021-10-31,3020.5,35.376,11194.2,40.3,1699725.0,262000.0,972188.0,1.28,2.0
2021-11-30,3049.5,37.364,11264.1,40.5,1726549.0,222000.0,973238.0,1.28,2.0
2021-12-31,3097.1,39.416,11372.6,40.5,1731513.0,216000.0,969118.0,1.31,4.0
2022-01-31,3087.2,35.368,11451.3,40.2,1775756.0,231000.0,979283.0,1.3,4.0
2022-02-28,3161.3,37.593,11511.0,40.6,1790289.0,209000.0,985701.0,1.31,4.0
2022-03-31,3176.1,39.677,11542.4,40.6,1834892.0,214000.0,985560.0,1.31,4.0
2022-04-30,3116.2,36.959,11582.7,40.4,1846254.0,219000.0,966193.0,1.32,2.0
2022-05-31,3103.0,37.886,11620.2,40.4,1853936.0,200000.0,973409.0,1.34,2.0
2022-06-30,3094.0,39.667,11702.5,40.3,1879425.0,212000.0,976127.0,1.34,4.0
2022-07-31,3082.8,39.075,11805.1,40.4,1851474.0,228000.0,974296.0,1.37,0.0
2022-08-31,3070.4,42.196,11843.4,40.3,1846182.0,210000.0,972733.0,1.38,2.0
2022-09-30,3067.0,40.877,11879.7,40.3,1845395.0,189000.0,962243.0,1.39,0.0
2022-10-31,3061.3,39.91,11944.6,40.4,1853867.0,202000.0,977596.0,1.39,-2.0
2022-11-30,3035.5,43.582,11976.4,40.2,1832980.0,209000.0,968890.0,1.41,0.0
2022-12-31,2997.4,42.017,11985.1,40.2,1816058.0,204000.0,917689.0,1.43,0.0
2023-01-31,2975.2,41.999,12073.4,40.5,1853454.0,200000.0,1007693.0,1.4,0.0
2023-02-28,2961.7,42.771,12103.6,40.3,1838730.0,209000.0,975840.0,1.41,-2.0
2023-03-31,2930.5,42.963,12106.7,40.2,1813888.0,234000.0,975789.0,1.43,-2.0
2023-04-30,2909.8,43.51,12117.9,40.1,1815571.0,214000.0,986049.0,1.42,-4.0
2023-05-31,2892.8,46.107,12136.7,40.1,1820696.0,230000.0,984751.0,1.42,2.0
2023-06-30,2857.8,44.923,12158.7,40.0,1817501.0,236000.0,973423.0,1.42,-2.0
2023-07-31,2823.5,41.566,12184.7,40.0,1824344.0,238000.0,969406.0,1.41,-3.0
2023-08-31,2797.9,44.605,12201.7,40.0,1849758.0,234000.0,955667.0,1.4,3.0
2023-09-30,2766.3,41.758,12206.2,40.0,1871052.0,216000.0,976876.0,1.38,0.0
2023-10-31,2753.6,37.95,12218.7,40.0,1850822.0,217000.0,967716.0,1.4,2.0
2023-11-30,2734.7,40.725,12245.6,39.9,1845684.0,214000.0,972451.0,1.4,2.0
2023-12-31,2711.1,38.861,12235.5,39.9,1850014.0,198000.0,971826.0,1.4,2.0
2024-01-31,2700.2,42.54,12210.4,39.9,1829619.0,225000.0,926800.0,1.41,-2.0
2024-02-29,2684.8,42.299,12225.9,40.0,1847926.0,214000.0,957163.0,1.4,0.0
2024-03-31,2675.7,38.237,12237.8,40.0,1844217.0,223000.0,935124.0,1.4,-1.0
2024-04-30,2665.7,41.712,12233.2,40.1,1851860.0,209000.0,925274.0,1.4,1.0
2024-05-31,2645.7,40.322,12235.2,40.2,1855956.0,221000.0,925837.0,1.41,-2.0
2024-06-30,2619.7,36.791,12224.6,40.2,1853621.0,238000.0,951338.0,1.41,-1.0
2024-07-31,2594.3,43.058,12233.1,40.0,1873760.0,248000.0,952034.0,1.4,1.0
2024-08-31,2573.8,41.709,12250.2,40.0,1868099.0,228000.0,963888.0,1.41,0.0
2024-09-30,2555.5,39.664,12292.4,40.0,1875657.0,227000.0,969020.0,1.41,-2.0
2024-10-31,2520.1,38.534,12302.5,39.9,1874715.0,218000.0,950004.0,1.41,1.0
2024-11-30,2550.1,40.886,12326.7,40.1,1887738.0,225000.0,942684.0,1.4,4.0
2024-12-31,2551.8,37.823,12365.0,40.1,1905140.0,209000.0,950559.0,1.39,2.0
2025-01-31,2543.8,40.972,12338.0,40.0,1894514.0,210000.0,938569.0,1.4,2.0
2025-02-28,2541.6,36.305,12299.1,40.1,1912617.0,243000.0,938362.0,1.39,0.0
2025-03-31,2527.3,37.486,12337.0,40.2,1924921.0,219000.0,977642.0,1.38,2.0
2025-04-30,2544.2,38.063,12351.5,40.1,1921556.0,241000.0,981951.0,1.38,0.0
2025-05-31,2529.0,37.502,12366.7,40.1,1913893.0,248000.0,981662.0,1.39,-1.0
2025-06-30,2526.0,36.901,12367.1,40.1,,232000.0,,,-2.0
2025-07-31,2521.6,,12366.8,40.1,,219000.0,,,1.0
2025-08-31,,,,,,226000.0,,,-1.0
